Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,PP
5,2,7,1,1110.45,65,373173,336.0556531
5,2,7,2,484.99,43,139960,288.5832698
5,2,7,3,611.99,34,157871,257.9633654
5,2,7,4,31.88,0,0,0
5,2,7,5,254.68,20,147025,577.2930737
5,2,7,6,313.88,16,102075,325.2038996
5,2,7,7,203.03,5,14472,71.28010639
5,2,7,8,389.67,20,141846,364.0157056
5,2,7,9,8729.83,517,2613039,299.3230109
5,3,1,1,62.53,6,48495,775.5477371
5,3,1,2,22.94,5,22703,989.668701
5,3,1,3,17.73,3,15788,890.4681331
5,3,1,4,6.76,1,992,146.7455621
5,3,1,5,8.97,2,31615,3524.526198
5,3,1,6,25.31,3,2575,101.7384433
5,3,1,7,7.18,3,4422,615.8774373
5,3,1,8,4.46,2,7451,1670.627803
5,3,1,9,440.93,54,251193,569.6890663
5,3,2,1,74.65,12,61398,822.4782317
5,3,2,2,21.61,1,1450,67.09856548
5,3,2,3,27.4,3,5061,184.7080292
5,3,2,4,5.81,2,3671,631.8416523
5,3,2,5,13.19,2,4928,373.616376
5,3,2,6,32.8,5,69277,2112.103659
5,3,2,7,11.21,0,0,0
5,3,2,8,10.8,2,2629,243.4259259
5,3,2,9,598.14,68,264917,442.9013274
5,3,3,1,94.29,13,54694,580.0615124
5,3,3,2,31.55,3,34055,1079.397781
5,3,3,3,29.43,2,1426,48.45395855
5,3,3,4,5.58,0,0,0
5,3,3,5,19.91,3,6534,328.1767956
5,3,3,6,44.03,0,0,0
5,3,3,7,16,2,11808,738
5,3,3,8,11.92,0,0,0
5,3,3,9,649.11,62,329058,506.9371909
5,3,4,1,107.13,11,94918,886.0076543
5,3,4,2,32.28,3,2313,71.65427509
5,3,4,3,33.65,4,12288,365.1708767
5,3,4,4,3.27,0,0,0
5,3,4,5,22.77,3,5911,259.5959596
5,3,4,6,43.27,2,10115,233.7647331
5,3,4,7,12.37,1,3392,274.2118027
5,3,4,8,21.73,0,0,0
5,3,4,9,729.8,63,235765,323.0542614
5,3,5,1,149.79,8,37006,247.0525402
5,3,5,2,58.08,5,37990,654.0977961
5,3,5,3,48.59,6,11364,233.875283
5,3,5,4,6.96,0,0,0
5,3,5,5,34.25,4,35822,1045.89781
5,3,5,6,59.82,4,6347,106.1016382
5,3,5,7,23.38,2,6534,279.4696322
5,3,5,8,44.65,3,4969,111.287794
5,3,5,9,1054.73,69,281281,266.6853128
5,3,6,1,300.28,22,76756,255.6147596
5,3,6,2,124.65,12,92958,745.7521059
5,3,6,3,145.5,5,19178,131.8075601
5,3,6,4,9.91,0,0,0
5,3,6,5,63.07,5,20281,321.5633423
5,3,6,6,101.73,6,43173,424.3880861
5,3,6,7,51.13,7,28491,557.2266771
5,3,6,8,116.28,4,7403,63.66529068
5,3,6,9,2084.66,159,771665,370.1634799
5,3,7,1,1291.25,41,293493,227.2937076
5,3,7,2,520.94,29,138830,266.499021
5,3,7,3,676.38,28,235831,348.6664301
5,3,7,4,35.33,2,5829,164.9872629
5,3,7,5,299.99,23,120261,400.8833628
5,3,7,6,523.39,14,62013,118.4833489
5,3,7,7,265.89,13,36704,138.0420475
5,3,7,8,599.43,29,155051,258.6640642
5,3,7,9,9965.28,486,2560945,256.986758
5,4,1,1,109.23,13,60096,550.1785224
5,4,1,2,31.71,3,36934,1164.742983
5,4,1,3,32.35,2,32365,1000.463679
5,4,1,4,9.88,1,3542,358.5020243
5,4,1,5,19.48,2,1065,54.67145791
5,4,1,6,50.65,5,42686,842.7640671
5,4,1,7,16.11,4,7357,456.672874
5,4,1,8,15.57,1,9579,615.22158
5,4,1,9,770.69,91,524705,680.824975
5,4,2,1,180.1,26,103992,577.4125486
5,4,2,2,35.5,5,65836,1854.535211
5,4,2,3,50.22,2,32896,655.0378335
5,4,2,4,11.9,1,2825,237.394958
5,4,2,5,36.25,6,11558,318.8413793
5,4,2,6,106.18,7,21782,205.1422113
5,4,2,7,22.34,1,7660,342.8827216
5,4,2,8,25.02,3,6659,266.1470823
5,4,2,9,1141.56,115,557417,488.2940888
5,4,3,1,198.57,18,70984,357.4759531
5,4,3,2,59.81,3,14822,247.8180906
5,4,3,3,46.93,2,4836,103.0470914
5,4,3,4,14.15,0,0,0
5,4,3,5,35.34,1,1985,56.16864743
5,4,3,6,106.79,5,40142,375.8966195
5,4,3,7,25.13,3,9201,366.1360923
5,4,3,8,34.61,1,1753,50.65010113
5,4,3,9,1219.62,113,506246,415.0850265
5,4,4,1,230.03,9,53377,232.0436465
5,4,4,2,59.93,4,15865,264.7255131
5,4,4,3,47.93,1,31442,655.9983309
5,4,4,4,12.54,1,800,63.79585327
5,4,4,5,34.38,1,2237,65.06689936
5,4,4,6,107.54,7,50019,465.1199554
5,4,4,7,31.52,5,19379,614.8159898
5,4,4,8,56.83,2,3886,68.37937709
5,4,4,9,1419.58,99,647293,455.9750067
5,4,5,1,317.01,15,80540,254.0613861
5,4,5,2,104.4,5,10570,101.2452107
5,4,5,3,102.93,4,5590,54.30875352
5,4,5,4,10.46,0,0,0
5,4,5,5,50.41,2,4525,89.76393573
5,4,5,6,122.58,5,16623,135.6093979
5,4,5,7,47.24,5,11325,239.7332769
5,4,5,8,92.6,8,43023,464.6112311
5,4,5,9,2014.55,125,644099,319.7235115
5,4,6,1,541.77,32,161900,298.8352991
5,4,6,2,215.82,6,14288,66.20331758
5,4,6,3,246.8,8,58500,237.0340357
5,4,6,4,11.39,0,0,0
5,4,6,5,133.59,13,95129,712.0967138
5,4,6,6,226.28,10,22795,100.7380237
5,4,6,7,107.83,8,25329,234.8975239
5,4,6,8,242.78,15,168380,693.5497158
5,4,6,9,4231.59,250,1304846,308.3583239
5,4,7,1,2946.7,122,613652,208.2505854
5,4,7,2,1117.96,58,255116,228.1977888
5,4,7,3,1396.49,53,337846,241.9251122
5,4,7,4,75.39,1,1962,26.02467171
5,4,7,5,635.91,29,196401,308.850309
5,4,7,6,1291.12,50,333231,258.0945226
5,4,7,7,542.86,23,91399,168.3656928
5,4,7,8,1382.66,52,571579,413.3908553
5,4,7,9,21581.24,920,4847989,224.6390383
5,5,1,1,9.75,0,0,0
5,5,1,2,2.94,0,0,0
5,5,1,3,14.21,3,13529,952.0760028
5,5,1,4,0.76,0,0,0
5,5,1,5,3.42,1,4058,1186.549708
5,5,1,6,5.64,0,0,0
5,5,1,7,2.44,0,0,0
5,5,1,8,2.49,1,31442,12627.30924
5,5,1,9,117.39,17,121307,1033.367408
5,5,2,1,17.77,0,0,0
5,5,2,2,4.89,1,9007,1841.92229
5,5,2,3,4.58,0,0,0
5,5,2,4,0.1,0,0,0
5,5,2,5,6.13,1,4225,689.233279
5,5,2,6,5.16,0,0,0
5,5,2,7,2.39,0,0,0
5,5,2,8,3.41,0,0,0
5,5,2,9,140.2,13,95879,683.8730385
5,5,3,1,20.03,0,0,0
5,5,3,2,6.06,0,0,0
5,5,3,3,3.24,1,779,240.4320988
5,5,3,4,1.16,0,0,0
5,5,3,5,1.52,0,0,0
5,5,3,6,9.01,0,0,0
5,5,3,7,2.63,0,0,0
5,5,3,8,10.94,2,6484,592.6873857
5,5,3,9,188.15,13,75374,400.6058995
5,5,4,1,20.61,3,35174,1706.647259
5,5,4,2,7.09,0,0,0
5,5,4,3,7.6,2,3611,475.1315789
5,5,4,5,3.31,0,0,0
5,5,4,6,13,0,0,0
5,5,4,7,1.37,0,0,0
5,5,4,8,11.07,0,0,0
5,5,4,9,177.36,12,61341,345.8558863
5,5,5,1,28.28,1,716,25.31824611
5,5,5,2,17.99,1,3896,216.5647582
5,5,5,3,21.19,1,1576,74.37470505
5,5,5,5,10.13,0,0,0
5,5,5,6,10.81,0,0,0
5,5,5,7,3.99,0,0,0
5,5,5,8,12.05,0,0,0
5,5,5,9,234,22,107065,457.542735
5,5,6,1,54.72,1,3000,54.8245614
5,5,6,2,21.61,2,4502,208.3294771
5,5,6,3,42.44,2,3695,87.06409048
5,5,6,4,1.65,0,0,0
5,5,6,5,16.46,0,0,0
5,5,6,6,26.23,2,10259,391.1170416
5,5,6,7,13.65,3,5598,410.1098901
5,5,6,8,39.76,4,15915,400.27666
5,5,6,9,568.65,42,186899,328.6714148
5,5,7,1,266.04,17,80318,301.9019696
5,5,7,2,116.75,6,48119,412.1541756
5,5,7,3,171.84,9,26797,155.9415736
5,5,7,4,2.07,0,0,0
5,5,7,5,61.96,4,10580,170.755326
5,5,7,6,114.36,2,39981,349.6065058
5,5,7,7,49.37,2,5391,109.1958679
5,5,7,8,173.28,11,119909,691.995614
5,5,7,9,2387.46,99,559278,234.2564902
5,6,1,1,30.8,4,8714,282.9220779
5,6,1,2,11.97,2,7747,647.2013367
5,6,1,3,3.22,1,31442,9764.596273
5,6,1,4,1.34,0,0,0
5,6,1,5,8.91,2,3112,349.2704826
5,6,1,6,15.68,0,0,0
5,6,1,7,6.17,0,0,0
5,6,1,8,6.94,1,994,143.2276657
5,6,1,9,201.95,15,120724,597.7915326
5,6,2,1,62.69,9,20731,330.6907003
5,6,2,2,8.04,0,0,0
5,6,2,3,10.73,0,0,0
5,6,2,4,1.68,0,0,0
5,6,2,5,15.42,1,3277,212.5162127
5,6,2,6,31.15,2,5291,169.8555377
5,6,2,7,9.18,1,4884,532.0261438
5,6,2,8,10.16,0,0,0
5,6,2,9,316.66,21,119632,377.7932167
5,6,3,1,63.63,2,5400,84.86562942
5,6,3,2,11.93,2,9525,798.4073764
5,6,3,3,12.55,0,0,0
5,6,3,4,2.3,0,0,0
5,6,3,5,10.67,1,31442,2946.766635
5,6,3,6,38.64,2,1953,50.54347826
5,6,3,7,13.39,3,9508,710.0821509
5,6,3,8,12.02,1,4581,381.1148087
5,6,3,9,359.57,26,139072,386.7730901
5,6,4,1,69.43,11,62295,897.2346248
5,6,4,2,13.47,1,2575,191.1655531
5,6,4,3,14.11,2,32158,2279.092842
5,6,4,4,1.05,0,0,0
5,6,4,5,7.5,1,31442,4192.266667
5,6,4,6,36.19,0,0,0
5,6,4,7,8.58,1,1135,132.2843823
5,6,4,8,22.65,1,3590,158.4988962
5,6,4,9,393,24,116662,296.8498728
5,6,5,1,87.44,5,17072,195.242452
5,6,5,2,23.03,2,2283,99.13156752
5,6,5,3,23.02,0,0,0
5,6,5,4,1.58,0,0,0
5,6,5,5,10.55,2,32423,3073.270142
5,6,5,6,32.49,5,68672,2113.634965
5,6,5,7,10.74,0,0,0
5,6,5,8,32.78,0,0,0
5,6,5,9,533.49,36,186668,349.899717
5,6,6,1,157.06,5,16138,102.7505412
5,6,6,2,49.35,3,64610,1309.219858
5,6,6,3,67.45,2,2977,44.13639733
5,6,6,4,1.15,0,0,0
5,6,6,5,39.6,1,1802,45.50505051
5,6,6,6,75.36,2,11385,151.0748408
5,6,6,7,25.64,1,1968,76.7550702
5,6,6,8,102.98,7,46010,446.7857836
5,6,6,9,1203.01,65,389080,323.4220829
5,6,7,1,889.43,34,261859,294.4121516
5,6,7,2,313.49,18,137743,439.3856263
5,6,7,3,415.78,11,79125,190.304969
5,6,7,4,19.5,1,874,44.82051282
5,6,7,5,178.83,10,21659,121.1150254
5,6,7,6,389.82,17,64534,165.5482017
5,6,7,7,147.94,7,24026,162.4036772
5,6,7,8,579.49,29,130489,225.1790367
5,6,7,9,6392.6,317,1517683,237.4124769
5,7,1,1,0.9,0,0,0
5,7,1,2,0.04,0,0,0
5,7,1,5,0.7,0,0,0
5,7,1,9,14.77,2,8628,584.1570752
5,7,2,1,2.25,0,0,0
5,7,2,2,0.72,0,0,0
5,7,2,3,0.46,0,0,0
5,7,2,5,0.3,0,0,0
5,7,2,6,1.32,0,0,0
5,7,2,7,0.46,0,0,0
5,7,2,9,27.54,1,1314,47.7124183
5,7,3,1,4.71,0,0,0
5,7,3,2,1.88,0,0,0
5,7,3,3,0.08,0,0,0
5,7,3,5,0.04,0,0,0
5,7,3,6,1.88,0,0,0
5,7,3,7,0.58,0,0,0
5,7,3,9,23.65,2,6600,279.0697674
5,7,4,1,3.74,0,0,0
5,7,4,2,1.2,0,0,0
5,7,4,4,0.7,0,0,0
5,7,4,6,0.96,1,1231,1282.291667
5,7,4,7,0.03,0,0,0
5,7,4,9,24.61,0,0,0
5,7,5,1,5.98,2,6102,1020.401338
5,7,5,2,0.8,0,0,0
5,7,5,3,1.1,0,0,0
5,7,5,4,0.34,0,0,0
5,7,5,5,0.7,0,0,0
5,7,5,6,2.48,0,0,0
5,7,5,7,0.6,1,2935,4891.666667
5,7,5,8,1.14,0,0,0
5,7,5,9,38.77,1,1150,29.66210988
5,7,6,1,8.47,0,0,0
5,7,6,2,2.49,0,0,0
5,7,6,3,2.89,0,0,0
5,7,6,4,0.13,0,0,0
5,7,6,5,1.36,0,0,0
5,7,6,6,4.15,0,0,0
5,7,6,7,2.23,0,0,0
5,7,6,8,1.96,0,0,0
5,7,6,9,69.7,2,32275,463.0559541
5,7,7,1,51.24,1,31442,613.6221702
5,7,7,2,21.74,2,31942,1469.273229
5,7,7,3,9.91,0,0,0
5,7,7,4,2.35,0,0,0
5,7,7,5,8.74,0,0,0
5,7,7,6,16.61,0,0,0
5,7,7,7,2.83,1,966,341.3427562
5,7,7,8,13.06,0,0,0
5,7,7,9,384.87,16,112252,291.6621197
